"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Iraq","IRQ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","126","107","129","128","94","77","54","49","52","75","","","25","28","25","24","18","","","","","","","","","","","","","","","","","","","102","","101","",
"Iceland","ISL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","58","79","62","62","70","71","92","91","110","87","113","99","121","112","108","49","75","216","254","357","825","713","379","748","463","545","326","53","31","22","19","21","7","13","13","6","3","8","",
"Israel","ISR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2104","2132","2207","2295","2690","2727","2830","3035","2859","3048","2856","2630","2327","2635","2701","3159","2101","1445","3106","3904","5203","5521","5095","4569","4870","5157","6154","6394","6214","5387","5856","5526","5473","4984","5148","5623","5119","5377","",
"Italy","ITA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","9971","","","12080","","7851","","","8000","","","","486","483","439","","1678","","","1172","1396","","","","","","","870","861","903","846","927","871","905","781","","973","1031","",
"Jamaica","JAM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","93","93","","","101","","","77","39","59","64","60","54","77","61","","","90","72","54","41","61","59","132","157","121","110","142","93","82","97","122","63","59","57","",
"Jordan","JOR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","68","91","24","","","","","","","61","","","","","","","","","","","127","147","117","157","141","169","428","507","535","446","429","360","346","357","339","294","256","174","",
"Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","25290","","","24977","26119","25503","26030","25976","26984","27787","27752","26026","24699","23726","21940","35061","37629","52407","44716","46926","35342","57433","56601","54909","54665","59118","61614","62793","60892","53281","54517","55030","55783","56705","60030","59882","58137","58189","",
"Kazakhstan","KAZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","1205","183","342","325","303","159","111","116","99","103","102","111","103","124","194","189","314","273","317","","378","271","232","231","173","",
"Kenya","KEN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","96","75","76","100","122","98","107","108","55","65","","20","","37","","","38","40","34","30","","","49","73","53","59","41","91","89","123","120","122","136","114","75","56","59","43","",
"Kyrgyz Republic","KGZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259","29","142","55","12","2","4","14","5","1","","","","3","3","3","6","5","1","3","7","4","5","9","",
"Cambodia","KHM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","39","28","26","43","53","74","65","65","","","",
"Kiribati","KIR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","9","",
"Korea, Rep.","KOR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","3829","3984","4368","4795","6636","7883","9115","12186","14355","16295","16738","14880","15122","15044","17158","19271","21921","25325","24637","24672","29179","30898","29566","28338","34865","38733","40713","43768","43518","36207","38296","40890","40779","44611","46219","46419","45406","45691","",
"Kuwait","KWT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","17077","18084","16052","14179","13482","9899","9854","10637","9156","10438","13158","13327","16050","17257","19925","15068","20140","33770","31333","35623","38690","34963","34511","32977","34160","38878","42897","45520","46996","41707","44493","47297","50333","51141","51640","52064","47386","44633","",
"Lao PDR","LAO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","261","194","","","",
"Liberia","LBR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","21","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","47","22","","21","21","37","23","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","14","10","","5","1","","","","","","2","","1","","","4","5","","","","","7","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","18232","19234","17104","15134","14402","10674","10690","11432","10033","11275","13878","14397","17288","18725","21650","16949","22345","36705","34477","38944","42448","38334","37438","35909","37444","42394","46868","50088","51858","44280","46558","50916","54267","54246","55556","56108","50481","48214","",
"Least developed countries: UN classification","LDC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","67","102","76","85","78","80","103","90","92","94","83","92","91","77","57","113","114","193","158","248","250","236","202","189","195","211","270","279","264","200","235","235","","188","","263","293","266","",
"Lower middle income","LMC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","6220","","5947","","5984","6944","6141","6197","","6251","6561","7104","9605","10792","10722","14355","18381","20274","17751","14706","19551","20467","18109","18960","25113","33933","38400","47242","49110","42412","50066","53460","48852","54145","52493","55768","54642","52503","",
"Low & middle income","LMY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","30631","27617","31519","28735","31656","35495","35716","52908","53303","58467","61825","77115","97099","113514","110720","112236","119766","121265","128373","149656","182260","199151","215273","226425","200505","221028","244038","252513","262756","269446","280378","272408","269760","",
"Lesotho","LSO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","16635","15267","18664","17972","19158","20645","20404","31291","28127","30551","36340","44121","59153","80616","81754","76429","81597","85257","93434","108477","129064","134843","141189","151777","135458","148621","170947","183317","187740","196753","204493","197159","199629","",
"Lithuania","LTU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","1036","180","27","78","77","71","71","61","55","46","49","44","47","34","20","18","16","6","15","15","20","42","18","58","46","",
"Luxembourg","LUX","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","897","708","616","","496","439","407","300","248","169","165","119","","166","74","69","77","102","68","86","91","70","42","8","18","64","26","25","23","24","21","43","52","56","90","119","301","512","",
"Latvia","LVA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","163","87","90","273","40","90","91","81","63","64","24","43","57","37","8","9","3","7","10","12","8","4","1","18","7","",
"Macao SAR, China","MAC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","12","","22","119","131","291","208","123","58","56","53","54","104","62","51","67","",
"St. Martin (French part)","MAF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","315","299","284","300","294","255","225","234","238","204","268","301","","256","253","292","237","","401","","","","","","457","520","732","782","834","856","882","880","843","828","742","797","1066","2026","",
"Monaco","MCO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","54","56","37","46","51","54","40","55","67","50","56","42","13","11","14","17","23","13","15","14","7","14","4","3","2","5","7","5","3","7","5","3","4","","4","1","7","17","",
"Moldova","MDA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","296","39","135","57","23","15","10","17","30","3","9","11","9","14","22","5","11","11","22","29","72","60","64","37","",
"Madagascar","MDG","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","16","23","36","30","37","48","38","25","20","22","35","40","67","63","43","34","58","40","47","29","16","30","42","",
"Maldives","MDV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","4562","4332","4087","4249","4720","4191","","4216","4129","4433","4674","4384","3997","4630","4633","5382","4477","","6609","6911","7914","7990","7432","6659","7626","8475","","11650","","","11263","12342","11484","11713","11402","13454","12586","14907","",
"Mexico","MEX","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","4768","5232","4763","3861","3771","3091","3071","3509","3748","3817","4400","4707","7130","7659","9446","4961","6365","10111","10440","11655","12630","13031","12536","11739","12633","13851","14931","15970","15896","13459","13625","12990","14020","14234","14889","16707","16103","15850","",
"Marshall Islands","MHL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","30516","27547","31402","28622","31570","35404","35666","52838","53223","58216","61667","76852","96940","113421","110603","112077","119651","121151","128280","149554","182075","198865","215050","226343","200386","220871","243858","252310","262610","269278","280231","272182","269189","",
"North Macedonia","MKD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","178","76","13","118","60","2","53","59","209","23","9","15","4","13","5","11","1","3","3","4","","","","","",
"Mali","MLI","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","17","17","15","16","15","20","12","17","14","13","17","21","22","16","21","13","18","24","26","72","93","107","180","","471","","805","29","34","21","7","6","6","4","8","2","1","","",
"Myanmar","MMR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2394","2155","1824","1910","1950","1428","","1164","1256","1314","1362","1241","1012","1250","1224","1492","1548","","2191","1791","1821","1679","1605","1603","1890","2944","","4585","","","4757","4703","4455","4387","3992","3874","4185","4302","",
"Montenegro","MNE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914","","136","83","41","","","","","","",
"Mongolia","MNG","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","32","11","","","","","","","1","2","6","21","52","23","3","32","","","76","105","86","86","87","110","","","67","69","","","132","126","128","107","104","",
"Northern Mariana Islands","MNP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","8","1","9","16","4","14","17","26","14","17","25","15","26","30","46","30","25","","",
"Mauritania","MRT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","10","19","8","","","5","21","5","14","11","3","8","12","4","12","4","19","12","12","","","","","","","","","","22","","","19","14","18","18","20","36","18","",
"Malawi","MWI","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","51","41","49","37","26","35","39","53","33","34","33","21","12","15","12","33","30","26","18","","17","","","","","","","","","","","","","","","","1","","",
"Malaysia","MYS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","1329","233","3195","1547","1803","2213","2321","2260","2684","3364","3911","5354","6272","5770","5624","6021","5663","4615","4686","4920","5764","4269","1702","4485","4503","5152","5376","5826","6006","6267","6455","6127","5906","",
"North America","NAC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","64930","67276","70192","68002","74152","77044","81317","90120","97513","108397","104895","105257","113872","107548","120205","128341","130041","126520","132409","149701","166535","184711","185982","186799","200377","217571","240698","249940","261761","263604","279148","286189","304566","313955","324989","333762","340911","344021","",
"Namibia","NAM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","130","","120","","","","","","","","","","","","","","","","","","","","","","11","14","15","",
"New Caledonia","NCL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","431","","","","","246","","","","","","","","","","","","","","","","","","","","","747","676","869","","","","","",
"Nicaragua","NIC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","64","49","33","39","","","","","","39","34","","35","","","","136","129","","","","","","","","","","","208","172","124","145","","","","",
"Netherlands","NLD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","5532","4228","3212","2611","2139","1658","1464","1201","1068","993","764","595","555","560","501","569","633","637","549","506","529","543","481","573","556","633","548","367","311","279","240","310","338","449","288","287","314","365","",
"Norway","NOR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","3247","3785","3733","4068","4332","3694","3519","4616","4933","4324","4745","4213","4120","3886","4072","4280","4336","4959","5006","5255","5389","5242","5109","4782","4348","4843","4957","5431","4280","2358","696","654","555","648","457","652","833","908","",
"Nepal","NPL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","3","","","1","","","","","","","2","3","1","5","","","","","","","","","","","","","","","","15","13","12","36","71","26","43","",
"Nauru","NRU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2290","2424","2547","2683","3011","2967","3128","3368","3622","3660","3869","3550","3390","1866","2517","3435","6192","8259","4519","6541","5585","5507","5109","5028","4900","5112","5212","5952","4468","4803","5051","4708","5674","5167","6092","5317","5311","5146","",
"OECD members","OED","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","237551","190492","185285","211447","206439","200338","193553","197009","214962","219341","211890","200845","207210","197409","213118","248016","261017","288500","285214","315734","332766","372902","368873","359807","375766","402372","428404","445264","449741","425222","444513","456911","482732","499617","516070","530244","534013","539033","",
"Oman","OMN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341","366","387","",
"Other small states","OSS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","369","","","","","","","","","","524","502","605","617","574","678","799","1049","1275","1089","1149","1168","1057","1070","1008","1141","1647","1449","1375","","980","861","798","783","776","677","636","505","",
"Panama","PAN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","90","90","97","134","98","78","83","73","79","44","53","68","66","80","86","62","142","","","","153","","","","","","","","371","370","468","420","234","78","274","389","349","376","",
"Peru","PER","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","280","375","294","266","","211","208","194","194","","219","216","262","254","369","","565","756","","944","1038","974","840","892","785","993","1232","1331","1504","657","261","1129","1136","1193","1204","1182","1091","1119","",
"Philippines","PHL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","1454","1514","1514","1613","1194","1489","1379","1568","1617","1772","1822","1774","1687","1860","1965","2207","2634","3440","3280","3217","3482","2470","705","1732","2538","2762","3034","3248","3097","2825","3223","3010","2832","3065","3255","3359","3092","3072","",
"Palau","PLW","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","79","","46","","","",
"Poland","POL","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","1644","1188","990","783","798","770","713","769","763","843","1315","1086","1354","1013","1327","1265","1297","3950","4128","4671","4899","4328","4292","3973","5359","4555","655","361","290","241","227","244","247","174","155","139","135","117","",
"Pre-demographic dividend","PRE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","8","32","13","13","38","8","8","","","","","","","","","","","","","66","56","76","","55","39","39","27","","","","","","",
"Portugal","PRT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","1731","1843","1734","1760","1756","1906","2191","2258","2410","3311","3541","3453","1138","180","88","120","76","101","61","114","65","56","49","40","64","47","36","31","24","46","46","75","26","22","18","20","27","36","",
"Paraguay","PRY","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","50","32","35","","","","34","36","","44","71","","","","","","","211","253","171","173","187","241","364","295","265","246","347","","","","","","","","",
"West Bank and Gaza","PSE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","226976","179687","174308","203770","197893","192280","184275","186813","204262","207650","198907","188081","194643","187369","199891","240489","263425","278339","283692","303074","319697","361604","360417","353953","370887","398533","429401","445262","449643","427157","447311","460503","484332","502380","516949","528063","534859","539128","",
"French Polynesia","PYF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","323","477","","548","574","",
"Romania","ROU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","726","681","638","487","457","379","225","291","181","191","304","361","420","628","500","421","636","722","894","330","287","277","363","293","200","68","62","59","36","37","36","39","55","53","84","78","58","80","",
"Russian Federation","RUS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11850","3974","4495","6893","7980","8123","8299","7944","8960","9313","9596","9901","7205","8609","9807","11934","14137","12966","13778","14919","15510","16149","16236","16248","14792","14106","",
"Rwanda","RWA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","3","7","2","3","6","1","1","2","5","1","4","1","2","","3","","","","","4","","","","","","","","","","","","","30","","7","1","126","453","",
"South Asia","SAS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","2355","2069","2131","","2473","2670","2677","2708","2705","2770","3356","2999","2963","3279","3933","5973","7945","9590","8324","4157","7979","9853","10277","10707","14923","21307","25447","30920","32304","27500","32400","34830","35501","33592","31875","34396","33081","32679","",
"Saudi Arabia","SAU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","439","492","605","729","687","718","810","1001","1286","1144","797","683","552","487","395","374","419","642","","","643","643","","440","135","1691","2196","2282","",
"Sudan","SDN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","26","","","","","","","4","16","13","20","11","17","16","13","13","3","2","2","3","","","8","1","1","12","",
"Senegal","SEN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","631","603","","852","927","1003","","","","","","","","","","2412","12357","6048","6367","6679","7720","7726","7575","7248","7944","8036","8537","9255","8899","7986","8878","8738","8604","8579","9009","9345","9379","9321","",
"Solomon Islands","SLB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","4","12","4","8","6","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","79","","61","84","65","40","","","","34","44","26","97","75","76","64","","","","","","","","","","","","","","","","","217","183","187","196","171","178","",
"San Marino","SMR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155","191","296","454","","",
"Somalia","SOM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694","609","273","121","237","40","39","49","32","20","10","13","21","13","",
"Sub-Saharan Africa (excluding high income)","SSA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","","8","3","","","","",
"Suriname","SUR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681","620","1400","1498","1578","1612","1683","1804","1696","1599","1437","238","95","90","106","75","63","48","33","35","26","23","28","15","23","",
"Slovenia","SVN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","409","784","404","116","201","238","127","138","124","107","101","60","42","29","12","15","6","12","11","11","","","","","","","",
"Sweden","SWE","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","5086","3968","3442","2958","2705","2322","1939","1695","1462","1270","1073","702","657","614","636","924","857","940","753","853","844","574","597","703","462","438","413","398","306","463","353","337","148","163","441","390","352","305","",
"Eswatini","SWZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","35","30","","","","27","","","47","","","","","","","","","","","","","","","","","","","6","3","","2","2","","","",
"Sint Maarten (Dutch part)","SXM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","3","7","","3","1","2","","","5","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","98","76","81","","","","","","","","","","33","40","42","68","59","46","9","","48","39","47","36","40","34","133","","","","","","","","","","","16","",
